r_id,pais,ur,q2,q1,clien1,ed,tamano,cp5,cp8,cp9,cp13,q10
14881,Paraguay,Urban,50,Male,Nunca,16,National Capital (Metropolitan area),4,4,4,4,NA
14882,Paraguay,Urban,35,Male,Nunca,14,Small City,4,4,4,3,7
14883,Paraguay,Urban,47,Female,Nunca,12,National Capital (Metropolitan area),3,4,4,4,7
14884,Paraguay,Urban,18,Female,Rara vez,12,National Capital (Metropolitan area),1,1,4,4,5
14885,Paraguay,Urban,23,Male,Nunca,10,Large City,2,4,3,4,4
14886,Paraguay,Rural,20,Male,Nunca,3,Rural Area,4,4,4,3,NA
14887,Paraguay,Rural,50,Male,Nunca,6,Rural Area,2,2,2,4,10
14888,Paraguay,Rural,29,Male,Nunca,16,Rural Area,2,2,4,3,9
14889,Paraguay,Rural,18,Male,Nunca,7,Rural Area,4,4,4,4,8
14890,Paraguay,Urban,38,Female,Nunca,17,National Capital (Metropolitan area),2,2,4,4,NA
14891,Paraguay,Rural,28,Female,Nunca,8,Rural Area,1,4,4,2,7
14892,Paraguay,Rural,28,Male,Rara vez,7,Rural Area,4,4,2,4,NA
14893,Paraguay,Rural,62,Female,Nunca,3,Rural Area,4,4,4,4,0
14894,Paraguay,Urban,26,Female,Nunca,18,Large City,2,4,2,4,6
14895,Paraguay,Urban,64,Female,Nunca,9,Large City,3,3,4,4,7
14896,Paraguay,Urban,30,Female,Nunca,4,Large City,2,3,4,4,4
14897,Paraguay,Urban,23,Male,Nunca,11,National Capital (Metropolitan area),2,2,4,4,8
14898,Paraguay,Urban,18,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,NA
14899,Paraguay,Urban,53,Female,Nunca,16,National Capital (Metropolitan area),4,4,4,4,6
14900,Paraguay,Urban,32,Female,Nunca,11,National Capital (Metropolitan area),3,3,4,4,7
14901,Paraguay,Urban,29,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,4,8
14902,Paraguay,Rural,61,Male,Nunca,1,Rural Area,4,2,4,3,0
14903,Paraguay,Urban,47,Male,Nunca,12,National Capital (Metropolitan area),3,4,4,4,9
14904,Paraguay,Urban,22,Male,Not Applicable,7,National Capital (Metropolitan area),3,2,4,4,2
14905,Paraguay,Rural,34,Female,Nunca,4,Rural Area,4,4,4,4,NA
14906,Paraguay,Rural,44,Male,Rara vez,6,Rural Area,2,1,4,2,5
14907,Paraguay,Urban,28,Female,Rara vez,8,National Capital (Metropolitan area),1,1,2,4,6
14908,Paraguay,Rural,37,Female,Frecuentemente,3,Rural Area,4,4,4,4,6
14909,Paraguay,Urban,36,Female,Nunca,6,Small City,4,2,4,4,NA
14910,Paraguay,Urban,19,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,1,10
14911,Paraguay,Rural,41,Male,Nunca,6,Rural Area,1,2,4,4,1
14912,Paraguay,Urban,26,Male,Not Applicable,14,Small City,2,3,4,3,7
14913,Paraguay,Urban,37,Male,Nunca,15,National Capital (Metropolitan area),4,4,4,4,10
14914,Paraguay,Urban,42,Female,Nunca,11,Small City,2,4,4,3,NA
14915,Paraguay,Urban,38,Male,Nunca,5,Large City,4,4,3,4,5
14916,Paraguay,Rural,35,Female,Nunca,6,Rural Area,4,4,4,4,2
14917,Paraguay,Rural,34,Male,Nunca,14,Rural Area,3,4,4,4,5
14918,Paraguay,Urban,21,Male,Nunca,13,National Capital (Metropolitan area),4,4,4,4,6
14919,Paraguay,Urban,24,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,3,0
14920,Paraguay,Urban,49,Female,Nunca,6,National Capital (Metropolitan area),4,4,4,4,NA
14921,Paraguay,Rural,55,Female,Rara vez,3,Rural Area,4,4,4,4,4
14922,Paraguay,Rural,56,Male,Nunca,6,Rural Area,2,4,4,4,0
14923,Paraguay,Rural,34,Female,Nunca,6,Rural Area,4,4,4,4,NA
14924,Paraguay,Rural,40,Female,Nunca,6,Rural Area,3,3,4,3,4
14925,Paraguay,Urban,28,Male,Nunca,12,Small City,4,4,4,4,NA
14926,Paraguay,Rural,43,Male,Nunca,2,Rural Area,2,4,2,4,1
14927,Paraguay,Rural,31,Male,Nunca,9,Rural Area,4,4,4,4,5
14928,Paraguay,Rural,41,Male,Nunca,17,Rural Area,2,2,4,4,9
14929,Paraguay,Urban,52,Female,Frecuentemente,4,Small City,4,4,3,4,NA
14930,Paraguay,Urban,32,Male,Nunca,12,Large City,3,4,2,2,6
14931,Paraguay,Urban,36,Female,Frecuentemente,8,National Capital (Metropolitan area),2,2,4,4,NA
14932,Paraguay,Urban,40,Male,Nunca,15,Large City,2,3,4,4,6
14933,Paraguay,Rural,18,Female,Rara vez,12,Rural Area,4,4,4,3,2
14934,Paraguay,Rural,28,Male,Not Applicable,12,Rural Area,4,4,4,4,8
14935,Paraguay,Rural,52,Male,Nunca,11,Rural Area,1,1,2,2,0
14936,Paraguay,Urban,40,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,3,7
14937,Paraguay,Urban,45,Female,Nunca,12,Medium City,4,4,4,4,6
14938,Paraguay,Rural,18,Female,Nunca,6,Rural Area,3,4,4,4,1
14939,Paraguay,Urban,18,Female,Nunca,11,Large City,4,4,4,4,6
14940,Paraguay,Urban,47,Male,Nunca,18,National Capital (Metropolitan area),3,4,4,4,9
14941,Paraguay,Rural,30,Female,Nunca,6,Rural Area,2,2,4,3,6
14942,Paraguay,Urban,24,Female,Nunca,9,Large City,4,4,4,4,5
14943,Paraguay,Rural,38,Male,Frecuentemente,4,Rural Area,4,3,4,4,1
14944,Paraguay,Urban,64,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,5
14945,Paraguay,Urban,45,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,9
14946,Paraguay,Rural,20,Female,Not Applicable,6,Rural Area,4,4,4,4,NA
14947,Paraguay,Rural,27,Male,Nunca,9,Rural Area,3,2,4,4,NA
14948,Paraguay,Urban,29,Male,Frecuentemente,10,Large City,4,4,4,4,5
14949,Paraguay,Rural,63,Male,Nunca,3,Rural Area,3,3,3,3,NA
14950,Paraguay,Rural,34,Male,Nunca,8,Rural Area,1,2,4,4,NA
14951,Paraguay,Urban,59,Male,Nunca,12,National Capital (Metropolitan area),3,1,4,4,NA
14952,Paraguay,Urban,40,Female,Nunca,6,Large City,4,4,4,4,8
14953,Paraguay,Urban,18,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,10
14954,Paraguay,Rural,34,Male,Nunca,12,Rural Area,3,4,4,4,3
14955,Paraguay,Rural,52,Male,Nunca,3,Rural Area,4,4,4,4,3
14956,Paraguay,Urban,27,Male,Nunca,18,National Capital (Metropolitan area),2,4,2,4,9
14957,Paraguay,Urban,43,Male,Nunca,16,National Capital (Metropolitan area),4,4,4,4,9
14958,Paraguay,Rural,44,Male,Nunca,6,Rural Area,2,2,4,4,3
14959,Paraguay,Urban,31,Male,Nunca,17,National Capital (Metropolitan area),4,4,4,4,6
14960,Paraguay,Rural,55,Female,Nunca,5,Rural Area,3,4,4,4,2
14961,Paraguay,Urban,43,Male,Nunca,6,Small City,2,2,2,4,3
14962,Paraguay,Rural,27,Female,Nunca,9,Rural Area,3,4,4,4,3
14963,Paraguay,Rural,48,Female,Frecuentemente,6,Rural Area,2,3,4,4,7
14964,Paraguay,Urban,32,Male,Nunca,14,National Capital (Metropolitan area),4,4,4,4,10
14965,Paraguay,Rural,21,Female,Nunca,6,Rural Area,3,2,4,4,3
14966,Paraguay,Urban,56,Female,Nunca,10,National Capital (Metropolitan area),2,4,4,4,8
14967,Paraguay,Urban,22,Female,Nunca,7,National Capital (Metropolitan area),4,4,4,4,1
14968,Paraguay,Rural,26,Male,Nunca,9,Rural Area,3,2,4,4,4
14969,Paraguay,Rural,45,Male,Nunca,5,Rural Area,2,2,4,4,3
14970,Paraguay,Urban,21,Male,Nunca,15,Large City,4,4,4,4,NA
14971,Paraguay,Urban,39,Male,Nunca,8,Medium City,2,4,4,4,NA
14972,Paraguay,Urban,26,Female,Nunca,9,Small City,2,2,4,4,NA
14973,Paraguay,Rural,40,Female,Nunca,6,Rural Area,2,3,3,4,2
14974,Paraguay,Rural,19,Female,Nunca,13,Rural Area,3,4,4,4,7
14975,Paraguay,Rural,33,Female,Nunca,6,Rural Area,4,4,4,4,NA
14976,Paraguay,Rural,31,Female,Nunca,16,Rural Area,4,4,4,4,8
14977,Paraguay,Urban,27,Male,Nunca,12,National Capital (Metropolitan area),3,4,4,4,6
14978,Paraguay,Urban,41,Male,Nunca,18,Small City,3,4,3,4,9
14979,Paraguay,Rural,30,Male,Nunca,0,Rural Area,4,4,4,4,0
14980,Paraguay,Urban,23,Female,Nunca,9,Small City,3,4,4,4,7
14981,Paraguay,Rural,36,Male,Nunca,9,Rural Area,3,1,2,3,6
14982,Paraguay,Rural,42,Female,Nunca,6,Rural Area,3,4,2,3,7
14983,Paraguay,Urban,29,Female,Nunca,6,National Capital (Metropolitan area),2,2,4,2,5
14984,Paraguay,Rural,40,Female,Nunca,7,Rural Area,3,4,4,4,NA
14985,Paraguay,Rural,30,Male,Nunca,12,Rural Area,2,3,4,2,10
14986,Paraguay,Urban,34,Female,Nunca,12,Large City,4,4,2,4,9
14987,Paraguay,Urban,26,Male,Frecuentemente,18,Small City,3,2,4,4,2
14988,Paraguay,Urban,63,Female,Nunca,3,National Capital (Metropolitan area),4,4,4,2,5
14989,Paraguay,Urban,32,Female,Nunca,18,Large City,2,1,4,NA,5
14990,Paraguay,Urban,28,Male,Nunca,1,Large City,4,4,NA,NA,4
14991,Paraguay,Urban,43,Female,Nunca,16,Large City,1,1,4,4,7
14992,Paraguay,Rural,65,Female,Nunca,6,Rural Area,NA,1,4,4,NA
14993,Paraguay,Urban,46,Female,Frecuentemente,12,National Capital (Metropolitan area),4,4,3,4,2
14994,Paraguay,Urban,18,Male,Nunca,8,Large City,4,4,4,4,2
14995,Paraguay,Rural,54,Female,Frecuentemente,2,Rural Area,4,2,3,3,NA
14996,Paraguay,Urban,31,Female,Nunca,8,Large City,4,4,4,4,NA
14997,Paraguay,Rural,61,Male,Frecuentemente,2,Rural Area,4,4,4,4,NA
14998,Paraguay,Urban,53,Male,Nunca,9,National Capital (Metropolitan area),3,4,1,4,10
14999,Paraguay,Rural,63,Male,Rara vez,3,Rural Area,4,4,4,4,0
15000,Paraguay,Urban,29,Female,Nunca,11,Large City,4,4,4,4,0
15001,Paraguay,Urban,34,Male,Rara vez,18,National Capital (Metropolitan area),3,2,2,4,10
15002,Paraguay,Urban,33,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,3,6
15003,Paraguay,Urban,22,Male,Nunca,14,Small City,4,4,4,4,7
15004,Paraguay,Rural,31,Female,Frecuentemente,15,Rural Area,3,4,4,4,2
15005,Paraguay,Urban,44,Female,Nunca,7,National Capital (Metropolitan area),2,4,4,4,7
15006,Paraguay,Rural,38,Female,Nunca,5,Rural Area,2,2,4,3,NA
15007,Paraguay,Rural,52,Male,Nunca,8,Rural Area,4,4,4,4,9
15008,Paraguay,Rural,43,Female,Nunca,6,Rural Area,4,4,4,4,2
15009,Paraguay,Urban,33,Female,Nunca,6,National Capital (Metropolitan area),2,4,4,4,NA
15010,Paraguay,Rural,59,Male,Rara vez,5,Rural Area,4,4,3,4,NA
15011,Paraguay,Rural,18,Female,Rara vez,11,Rural Area,2,2,4,4,2
15012,Paraguay,Rural,25,Female,Nunca,6,Rural Area,4,2,4,4,4
15013,Paraguay,Urban,18,Female,Nunca,12,Small City,4,4,4,4,8
15014,Paraguay,Rural,30,Male,Nunca,3,Rural Area,3,2,4,4,1
15015,Paraguay,Urban,34,Male,Nunca,12,National Capital (Metropolitan area),1,1,1,4,10
15016,Paraguay,Urban,23,Female,Nunca,12,Large City,4,3,4,4,4
15017,Paraguay,Rural,53,Male,Nunca,5,Rural Area,4,4,4,4,NA
15018,Paraguay,Urban,29,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,9
15019,Paraguay,Rural,24,Female,Nunca,15,Rural Area,3,2,4,4,5
15020,Paraguay,Urban,35,Male,Nunca,17,National Capital (Metropolitan area),4,4,3,4,NA
15021,Paraguay,Urban,25,Male,Rara vez,16,National Capital (Metropolitan area),3,2,4,3,8
15022,Paraguay,Urban,28,Male,Nunca,12,National Capital (Metropolitan area),4,3,4,4,NA
15023,Paraguay,Rural,37,Male,Frecuentemente,6,Rural Area,3,4,4,4,7
15024,Paraguay,Urban,24,Female,Nunca,7,National Capital (Metropolitan area),4,2,3,4,4
15025,Paraguay,Rural,30,Female,Nunca,17,Rural Area,1,1,2,3,9
15026,Paraguay,Rural,42,Female,Nunca,12,Rural Area,4,4,2,4,9
15027,Paraguay,Rural,24,Female,Nunca,6,Rural Area,4,4,3,4,NA
15028,Paraguay,Urban,27,Female,Nunca,14,Medium City,3,4,4,4,9
15029,Paraguay,Urban,43,Female,Nunca,10,Large City,3,3,4,4,0
15030,Paraguay,Rural,18,Male,Nunca,7,Rural Area,4,4,4,4,3
15031,Paraguay,Urban,46,Female,Nunca,4,Large City,4,2,4,4,NA
15032,Paraguay,Urban,21,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,NA
15033,Paraguay,Rural,50,Male,Nunca,6,Rural Area,2,3,3,4,2
15034,Paraguay,Urban,52,Female,Nunca,6,Small City,3,3,4,4,3
15035,Paraguay,Urban,29,Female,Nunca,18,National Capital (Metropolitan area),4,4,4,4,9
15036,Paraguay,Rural,37,Female,Nunca,6,Rural Area,4,4,4,4,2
15037,Paraguay,Rural,50,Male,Frecuentemente,7,Rural Area,2,2,4,4,5
15038,Paraguay,Urban,20,Male,Nunca,14,National Capital (Metropolitan area),4,2,4,3,7
15039,Paraguay,Rural,36,Male,Nunca,11,Rural Area,1,1,2,3,NA
15040,Paraguay,Urban,42,Female,Nunca,6,Large City,2,2,4,2,2
15041,Paraguay,Rural,18,Female,Nunca,5,Rural Area,1,4,4,3,0
15042,Paraguay,Urban,19,Female,Nunca,11,National Capital (Metropolitan area),2,2,4,4,8
15043,Paraguay,Urban,37,Male,Nunca,15,Small City,2,4,4,2,7
15044,Paraguay,Rural,26,Male,Nunca,5,Rural Area,3,4,4,4,1
15045,Paraguay,Urban,23,Female,Nunca,3,Small City,4,4,4,4,5
15046,Paraguay,Urban,46,Male,Nunca,8,Large City,4,4,4,4,NA
15047,Paraguay,Rural,52,Female,Nunca,6,Rural Area,3,2,4,4,7
15048,Paraguay,Rural,54,Female,Nunca,9,Rural Area,4,4,1,4,3
15049,Paraguay,Rural,55,Male,Nunca,6,Rural Area,4,4,4,4,2
15050,Paraguay,Urban,50,Female,Nunca,15,Small City,2,2,4,2,6
15051,Paraguay,Urban,32,Male,Nunca,16,Large City,2,2,3,3,8
15052,Paraguay,Rural,31,Female,Nunca,3,Rural Area,4,4,4,4,NA
15053,Paraguay,Urban,36,Female,Nunca,13,Large City,2,2,4,4,5
15054,Paraguay,Rural,21,Male,Nunca,10,Rural Area,4,4,4,4,2
15055,Paraguay,Urban,24,Female,Nunca,11,National Capital (Metropolitan area),2,1,3,3,1
15056,Paraguay,Rural,18,Female,Nunca,12,Rural Area,1,3,4,4,NA
15057,Paraguay,Urban,21,Female,Nunca,12,Small City,4,4,4,4,NA
15058,Paraguay,Urban,25,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,8
15059,Paraguay,Rural,21,Male,Nunca,7,Rural Area,4,4,4,4,5
15060,Paraguay,Rural,18,Male,Nunca,12,Rural Area,4,4,4,4,5
15061,Paraguay,Urban,55,Female,Nunca,0,National Capital (Metropolitan area),4,4,4,4,2
15062,Paraguay,Urban,65,Male,Nunca,6,National Capital (Metropolitan area),4,4,4,4,10
15063,Paraguay,Rural,21,Male,Nunca,18,Rural Area,4,4,4,4,6
15064,Paraguay,Urban,60,Female,Nunca,11,National Capital (Metropolitan area),4,4,4,4,10
15065,Paraguay,Urban,22,Female,Nunca,14,National Capital (Metropolitan area),4,4,4,4,5
15066,Paraguay,Rural,19,Female,Nunca,6,Rural Area,2,2,4,2,NA
15067,Paraguay,Urban,37,Female,Nunca,6,National Capital (Metropolitan area),4,3,4,4,8
15068,Paraguay,Urban,38,Female,Nunca,12,National Capital (Metropolitan area),3,4,4,4,6
15069,Paraguay,Urban,38,Female,Nunca,18,National Capital (Metropolitan area),4,3,2,4,NA
15070,Paraguay,Urban,38,Male,Nunca,2,Large City,4,1,4,4,NA
15071,Paraguay,Rural,18,Female,Nunca,9,Rural Area,2,4,4,1,1
15072,Paraguay,Urban,35,Female,Nunca,15,National Capital (Metropolitan area),2,4,4,4,9
15073,Paraguay,Urban,62,Female,Nunca,2,Small City,3,4,2,4,5
15074,Paraguay,Rural,26,Male,Frecuentemente,12,Rural Area,NA,4,4,4,10
15075,Paraguay,Urban,27,Female,Nunca,12,Large City,4,4,4,4,9
15076,Paraguay,Urban,29,Female,Nunca,9,National Capital (Metropolitan area),4,4,4,4,10
15077,Paraguay,Rural,52,Male,Nunca,3,Rural Area,4,4,4,4,5
15078,Paraguay,Urban,39,Female,Nunca,18,National Capital (Metropolitan area),3,4,2,4,7
15079,Paraguay,Urban,45,Male,Nunca,17,National Capital (Metropolitan area),1,4,2,4,9
15080,Paraguay,Urban,58,Female,Nunca,3,Small City,3,1,4,4,NA
15081,Paraguay,Urban,49,Male,Rara vez,6,National Capital (Metropolitan area),2,4,4,4,8
15082,Paraguay,Urban,48,Female,Nunca,8,National Capital (Metropolitan area),4,4,4,3,NA
15083,Paraguay,Urban,47,Male,Nunca,8,Large City,2,4,4,4,5
15084,Paraguay,Urban,63,Female,Nunca,3,Large City,4,4,4,4,2
15085,Paraguay,Urban,28,Female,Nunca,14,National Capital (Metropolitan area),3,4,4,4,8
15086,Paraguay,Rural,42,Male,Nunca,6,Rural Area,4,4,4,4,3
15087,Paraguay,Rural,56,Female,Nunca,2,Rural Area,3,3,1,4,NA
15088,Paraguay,Rural,40,Male,Nunca,6,Rural Area,2,3,2,4,NA
15089,Paraguay,Rural,29,Male,Frecuentemente,15,Rural Area,3,2,2,2,10
15090,Paraguay,Urban,21,Male,Nunca,12,Medium City,3,4,2,4,10
15091,Paraguay,Rural,20,Male,Rara vez,11,Rural Area,4,4,4,4,1
15092,Paraguay,Rural,22,Male,Nunca,6,Rural Area,2,3,4,4,NA
15093,Paraguay,Urban,22,Male,Nunca,15,National Capital (Metropolitan area),4,3,4,2,7
15094,Paraguay,Urban,29,Male,Nunca,6,Large City,4,4,4,4,9
15095,Paraguay,Rural,53,Female,Rara vez,3,Rural Area,4,4,4,4,0
15096,Paraguay,Urban,40,Female,Rara vez,12,National Capital (Metropolitan area),4,4,4,4,5
15097,Paraguay,Rural,38,Female,Nunca,15,Rural Area,2,4,4,4,6
15098,Paraguay,Urban,22,Female,Nunca,8,Large City,4,4,4,4,0
15099,Paraguay,Rural,34,Female,Nunca,6,Rural Area,4,4,4,4,NA
15100,Paraguay,Rural,31,Male,Nunca,4,Rural Area,2,4,2,4,6
15101,Paraguay,Rural,47,Male,Frecuentemente,16,Rural Area,2,2,3,3,9
15102,Paraguay,Rural,29,Female,Frecuentemente,5,Rural Area,2,2,4,4,3
15103,Paraguay,Rural,53,Female,Nunca,6,Rural Area,4,3,4,4,6
15104,Paraguay,Rural,26,Female,Nunca,6,Rural Area,4,2,4,4,NA
15105,Paraguay,Rural,48,Female,Frecuentemente,6,Rural Area,2,2,4,4,NA
15106,Paraguay,Rural,26,Male,Nunca,12,Rural Area,2,4,4,4,NA
15107,Paraguay,Rural,44,Female,Nunca,12,Rural Area,3,4,3,4,4
15108,Paraguay,Urban,23,Female,Nunca,16,Small City,1,3,4,4,4
15109,Paraguay,Rural,29,Female,Nunca,18,Rural Area,3,2,3,4,7
15110,Paraguay,Urban,48,Female,Nunca,3,Large City,4,3,4,3,2
15111,Paraguay,Urban,36,Male,Nunca,12,National Capital (Metropolitan area),3,2,4,2,NA
15112,Paraguay,Rural,42,Male,Nunca,15,Rural Area,2,4,4,4,8
15113,Paraguay,Rural,31,Male,Nunca,6,Rural Area,2,2,2,4,NA
15114,Paraguay,Rural,40,Female,Nunca,3,Rural Area,4,4,4,4,NA
15115,Paraguay,Urban,43,Male,Nunca,17,Large City,4,4,4,4,NA
15116,Paraguay,Urban,44,Male,Nunca,6,National Capital (Metropolitan area),4,4,4,4,8
15117,Paraguay,Urban,19,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,5
15118,Paraguay,Urban,20,Female,Nunca,11,Small City,3,4,4,4,NA
15119,Paraguay,Rural,18,Female,Nunca,11,Rural Area,4,4,4,4,5
15120,Paraguay,Urban,60,Female,Nunca,12,Small City,3,4,4,4,6
15121,Paraguay,Rural,63,Male,Nunca,2,Rural Area,4,3,4,4,0
15122,Paraguay,Urban,35,Female,Nunca,12,Large City,2,4,4,4,5
15123,Paraguay,Rural,57,Male,Nunca,5,Rural Area,2,4,4,4,NA
15124,Paraguay,Urban,26,Male,Rara vez,12,Large City,4,4,4,4,7
15125,Paraguay,Urban,57,Male,Nunca,11,Small City,4,4,4,4,6
15126,Paraguay,Urban,32,Female,Nunca,15,Large City,3,4,4,3,NA
15127,Paraguay,Urban,23,Female,Rara vez,14,National Capital (Metropolitan area),2,4,4,4,NA
15128,Paraguay,Rural,38,Female,Nunca,2,Rural Area,3,4,4,4,5
15129,Paraguay,Rural,41,Female,Nunca,4,Rural Area,2,4,NA,4,5
15130,Paraguay,Urban,26,Female,Nunca,15,National Capital (Metropolitan area),4,4,1,4,8
15131,Paraguay,Urban,41,Male,Nunca,0,Large City,4,4,4,4,2
15132,Paraguay,Urban,21,Male,Nunca,13,National Capital (Metropolitan area),4,4,4,4,8
15133,Paraguay,Urban,47,Female,Nunca,4,Large City,4,4,4,4,4
15134,Paraguay,Urban,58,Female,Nunca,12,National Capital (Metropolitan area),2,3,4,4,10
15135,Paraguay,Urban,18,Male,Nunca,11,National Capital (Metropolitan area),4,4,4,1,6
15136,Paraguay,Urban,38,Male,Nunca,12,Small City,4,4,4,4,9
15137,Paraguay,Urban,51,Female,Nunca,2,National Capital (Metropolitan area),4,4,4,4,3
15138,Paraguay,Rural,64,Female,Nunca,12,Rural Area,4,4,4,4,6
15139,Paraguay,Urban,50,Male,Nunca,NA,National Capital (Metropolitan area),1,4,4,3,NA
15140,Paraguay,Urban,22,Female,Nunca,10,Small City,2,4,4,3,6
15141,Paraguay,Urban,24,Female,Nunca,12,Small City,3,4,4,4,NA
15142,Paraguay,Urban,48,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,NA
15143,Paraguay,Urban,41,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,NA
15144,Paraguay,Rural,40,Female,Frecuentemente,4,Rural Area,3,4,4,4,1
15145,Paraguay,Rural,32,Male,Nunca,8,Rural Area,2,2,4,4,5
15146,Paraguay,Urban,51,Female,Nunca,9,National Capital (Metropolitan area),4,4,4,4,7
15147,Paraguay,Urban,63,Female,Rara vez,11,National Capital (Metropolitan area),2,2,4,4,7
15148,Paraguay,Urban,30,Female,Nunca,16,National Capital (Metropolitan area),3,3,4,4,6
15149,Paraguay,Urban,26,Male,Nunca,6,Large City,4,4,4,4,4
15150,Paraguay,Rural,39,Female,Nunca,5,Rural Area,4,4,4,4,NA
15151,Paraguay,Urban,23,Female,Nunca,8,National Capital (Metropolitan area),4,4,4,4,10
15152,Paraguay,Urban,40,Female,Nunca,6,Small City,4,4,4,4,2
15153,Paraguay,Rural,27,Female,Nunca,5,Rural Area,4,2,4,4,5
15154,Paraguay,Rural,59,Female,Nunca,4,Rural Area,4,4,4,4,NA
15155,Paraguay,Rural,22,Male,Nunca,16,Rural Area,2,2,2,4,NA
15156,Paraguay,Rural,24,Female,Frecuentemente,15,Rural Area,4,1,4,4,NA
15157,Paraguay,Rural,60,Female,Nunca,3,Rural Area,4,4,4,4,NA
15158,Paraguay,Rural,24,Female,Nunca,6,Rural Area,4,4,4,4,3
15159,Paraguay,Rural,21,Female,Nunca,9,Rural Area,1,1,4,2,3
15160,Paraguay,Rural,47,Female,Nunca,NA,Rural Area,4,4,4,4,NA
15161,Paraguay,Urban,23,Male,Nunca,15,Small City,4,4,4,4,5
15162,Paraguay,Rural,39,Male,Nunca,3,Rural Area,4,4,4,4,0
15163,Paraguay,Rural,19,Female,Nunca,12,Rural Area,4,4,4,3,7
15164,Paraguay,Urban,21,Female,Nunca,14,Large City,4,4,4,4,8
15165,Paraguay,Rural,23,Female,Nunca,4,Rural Area,3,4,3,4,1
15166,Paraguay,Urban,61,Male,Nunca,2,National Capital (Metropolitan area),2,4,4,4,6
15167,Paraguay,Rural,32,Female,Nunca,9,Rural Area,4,NA,NA,NA,6
15168,Paraguay,Rural,30,Male,Nunca,4,Rural Area,2,2,4,3,3
15169,Paraguay,Urban,27,Male,Nunca,10,Large City,4,4,2,4,6
15170,Paraguay,Rural,37,Male,Nunca,6,Rural Area,4,4,3,4,3
15171,Paraguay,Urban,39,Male,Nunca,9,National Capital (Metropolitan area),4,4,4,4,7
15172,Paraguay,Rural,44,Female,Nunca,18,Rural Area,1,2,4,3,6
15173,Paraguay,Urban,27,Female,Nunca,6,National Capital (Metropolitan area),3,2,4,4,0
15174,Paraguay,Urban,22,Female,Nunca,5,Large City,4,4,4,4,3
15175,Paraguay,Urban,39,Female,Nunca,18,National Capital (Metropolitan area),1,2,4,3,10
15176,Paraguay,Rural,19,Female,Rara vez,3,Rural Area,4,4,4,4,6
15177,Paraguay,Urban,21,Male,Nunca,13,Large City,4,4,4,4,6
15178,Paraguay,Urban,32,Male,Not Applicable,12,Large City,4,3,4,4,8
15179,Paraguay,Rural,55,Female,Nunca,3,Rural Area,2,4,4,4,NA
15180,Paraguay,Urban,54,Female,Nunca,18,National Capital (Metropolitan area),4,4,1,3,7
15181,Paraguay,Urban,63,Male,Frecuentemente,4,Large City,3,2,4,4,NA
15182,Paraguay,Urban,19,Male,Nunca,12,Large City,4,4,4,4,0
15183,Paraguay,Urban,19,Male,Nunca,12,National Capital (Metropolitan area),3,2,4,4,10
15184,Paraguay,Rural,30,Male,Nunca,11,Rural Area,3,2,2,4,4
15185,Paraguay,Urban,63,Female,Nunca,5,National Capital (Metropolitan area),4,4,4,4,0
15186,Paraguay,Urban,31,Female,Nunca,6,Small City,2,3,4,4,3
15187,Paraguay,Urban,25,Female,Nunca,15,Large City,4,4,4,3,NA
15188,Paraguay,Urban,19,Male,Rara vez,12,National Capital (Metropolitan area),1,2,4,4,6
15189,Uruguay,Urban,36,Male,Nunca,9,National Capital (Metropolitan area),4,4,4,4,NA
15190,Uruguay,Urban,49,Male,Nunca,3,Small City,4,4,4,3,3
15191,Uruguay,Urban,52,Male,Nunca,6,Large City,4,4,4,4,7
15192,Uruguay,Urban,56,Female,Nunca,10,National Capital (Metropolitan area),3,4,4,4,10
15193,Uruguay,Urban,73,Female,Nunca,6,Small City,4,4,4,4,7
15194,Uruguay,Urban,28,Female,Nunca,12,Medium City,1,4,3,4,7
15195,Uruguay,Urban,30,Male,Nunca,18,Medium City,4,4,3,4,8
15196,Uruguay,Urban,44,Female,Nunca,12,Large City,3,4,4,4,3
15197,Uruguay,Urban,30,Female,Nunca,9,National Capital (Metropolitan area),4,4,4,4,2
15198,Uruguay,Urban,67,Male,Nunca,12,National Capital (Metropolitan area),3,3,4,2,3
15199,Uruguay,Urban,42,Male,Nunca,6,Medium City,4,4,3,4,6
15200,Uruguay,Urban,29,Male,Nunca,8,Medium City,4,4,4,4,1
15201,Uruguay,Urban,60,Female,Nunca,9,National Capital (Metropolitan area),4,4,4,4,4
15202,Uruguay,Urban,53,Male,Nunca,16,National Capital (Metropolitan area),4,4,4,4,2
15203,Uruguay,Rural,27,Female,Nunca,6,Rural Area,4,4,4,4,4
