ur,q2,q1,b12,b21,ing4,vb3n,braantip1,ed,q3cn,q10new,gi0n,d6,capital1,municipio,problem_corruption,problem_unemployment,problem_crime
Urbano,52,Mujer,1,1,5,Fernando Haddad (PT),1,11,Católico,0,Diariamente,10,En contra,CORUMBÁ,no,no,no
Urbano,52,Mujer,1,1,4,Ninguno (fue a votar pero dejó la boleta en blanco),1,11,Otro,NA,Diariamente,1,En contra,CAMPO ALEGRE DE GOIÁS,yes,no,no
Urbano,56,Hombre,7,1,7,Fernando Haddad (PT),1,7,Evangélica y Pentecostal,7,Diariamente,1,En contra,GOIÂNIA,no,yes,no
Urbano,28,Mujer,1,1,3,Ninguno (fue a votar pero dejó la boleta en blanco),1,9,Católico,4,Algunas veces a la semana,10,A Favor,CAMPO GRANDE,no,no,no
Rural,69,Mujer,7,1,4,No Aplica,3,5,No responde,NA,Diariamente,1,A Favor,CORUMBÁ DE GOIÁS,no,no,no
Urbano,37,Hombre,7,1,5,Jair Bolsonaro (PSL),1,15,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),4,Diariamente,1,A Favor,NOVA BRASILÂNDIA,yes,no,no
Urbano,83,Mujer,7,NA,3,Jair Bolsonaro (PSL),1,3,Católico,3,Diariamente,9,A Favor,LEOPOLDO DE BULHÕES,no,no,no
Urbano,37,Mujer,7,1,7,Ninguno (fue a votar pero dejó la boleta en blanco),1,11,Evangélica y Pentecostal,4,Algunas veces a la semana,1,A Favor,GOIÂNIA,no,no,no
Urbano,23,Mujer,6,3,5,Jair Bolsonaro (PSL),1,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),15,Algunas veces a la semana,10,A Favor,CAMPO GRANDE,no,no,no
Urbano,39,Mujer,3,1,7,Geraldo Alckmin (PSDB),1,8,Evangélica y Pentecostal,1,Algunas veces a la semana,5,A Favor,BRASÍLIA,no,no,no
Urbano,55,Mujer,6,1,4,Jair Bolsonaro (PSL),7,8,Católico,0,Algunas veces a la semana,10,En contra,CUIABÁ,no,yes,no
Urbano,53,Mujer,5,3,4,Ninguno (anuló su voto),1,8,Católico,9,Diariamente,NA,A Favor,BRASÍLIA,no,no,no
Urbano,35,Hombre,6,1,4,Jair Bolsonaro (PSL),1,11,Católico,4,Algunas veces a la semana,10,A Favor,CUIABÁ,no,no,no
Urbano,71,Hombre,7,1,1,Fernando Haddad (PT),10,0,Católico,4,Diariamente,1,En contra,LEOPOLDO DE BULHÕES,no,no,no
Urbano,24,Mujer,5,3,7,Ninguno (anuló su voto),5,16,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),16,Algunas veces al año,10,En contra,BRASÍLIA,no,no,no
Rural,78,Hombre,7,5,7,No responde,NA,3,Evangélica y Pentecostal,12,Algunas veces a la semana,NA,En contra,CORUMBÁ DE GOIÁS,no,no,no
Urbano,29,Mujer,7,2,6,Fernando Haddad (PT),6,14,Evangélica y Pentecostal,3,Diariamente,10,A Favor,RONDONÓPOLIS,no,no,no
Urbano,50,Mujer,4,2,3,Fernando Haddad (PT),5,4,Católico,NA,Diariamente,8,En contra,CAMPINORTE,no,yes,no
Urbano,16,Mujer,7,5,4,No Aplica,1,10,Católico,NA,Diariamente,10,En contra,VOLTA REDONDA,yes,no,no
Urbano,28,Hombre,7,1,4,Jair Bolsonaro (PSL),1,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),14,Algunas veces a la semana,10,A Favor,SÃO PEDRO DA ALDEIA,no,no,no
Urbano,40,Hombre,3,1,5,Jair Bolsonaro (PSL),9,6,Católico,4,Algunas veces al mes,3,En contra,SÃO PEDRO DA ALDEIA,yes,no,no
Urbano,28,Hombre,6,4,6,No Aplica,2,9,Católico,11,Diariamente,9,A Favor,ARAXÁ,no,no,no
Urbano,34,Mujer,2,2,5,No Aplica,6,15,Espírita Kardecista,4,Diariamente,10,En contra,RIO DE JANEIRO,no,no,no
Urbano,16,Mujer,5,3,5,No Aplica,5,11,Católico,9,Diariamente,9,A Favor,INDAIATUBA,no,no,no
Urbano,34,Mujer,7,3,3,Jair Bolsonaro (PSL),1,14,Católico,10,Diariamente,6,A Favor,SÃO PAULO,no,no,no
Rural,36,Hombre,6,1,2,Jair Bolsonaro (PSL),1,4,Evangélica y Pentecostal,1,Algunas veces a la semana,1,A Favor,TAIOBEIRAS,no,yes,no
Urbano,16,Hombre,4,3,6,Jair Bolsonaro (PSL),5,11,Evangélica y Pentecostal,15,Algunas veces a la semana,3,En contra,SÃO PAULO,yes,no,no
Urbano,83,Hombre,5,2,5,No Aplica,3,11,Católico,11,Diariamente,6,A Favor,RIO DE JANEIRO,no,no,no
Urbano,20,Hombre,6,3,7,Jair Bolsonaro (PSL),3,9,Católico,14,Diariamente,10,A Favor,SÃO PAULO,no,no,no
Urbano,65,Hombre,4,2,5,Fernando Haddad (PT),9,4,Católico,5,Algunas veces a la semana,2,A Favor,SANTA RITA DO SAPUCAÍ,no,no,no
Urbano,16,Mujer,5,3,4,No Aplica,6,8,Evangélica y Pentecostal,15,Algunas veces a la semana,1,En contra,BETIM,NA,NA,NA
Urbano,56,Hombre,6,1,4,No Aplica,1,5,Católico,3,Diariamente,10,A Favor,VOLTA REDONDA,no,no,no
Urbano,30,Mujer,5,1,5,Ninguno (fue a votar pero dejó la boleta en blanco),3,9,"Protestante, Protestante Tradicional o Protestante no Evangélico",7,Diariamente,1,A Favor,VITÓRIA,NA,NA,NA
Urbano,27,Hombre,3,1,7,João Amoêdo (NOVO),1,16,Religiones Tradicionales,10,Diariamente,10,A Favor,SÃO PAULO,yes,no,no
Urbano,28,Mujer,4,1,4,Ninguno (fue a votar pero dejó la boleta en blanco),5,5,Evangélica y Pentecostal,0,Algunas veces a la semana,3,En contra,DUQUE DE CAXIAS,no,yes,no
Urbano,53,Mujer,7,1,6,Jair Bolsonaro (PSL),5,11,Agnóstico o ateo (no cree en Dios),10,Diariamente,9,A Favor,SÃO BERNARDO DO CAMPO,no,no,no
Urbano,21,Mujer,5,1,4,Fernando Haddad (PT),10,6,"Protestante, Protestante Tradicional o Protestante no Evangélico",7,Diariamente,1,En contra,SÃO PAULO,no,yes,no
Urbano,19,Hombre,6,6,4,Jair Bolsonaro (PSL),1,11,Católico,9,Diariamente,9,A Favor,SÃO JOSÉ DOS CAMPOS,no,no,no
Urbano,29,Mujer,4,3,NA,Fernando Haddad (PT),10,11,Católico,6,Diariamente,10,En contra,VITÓRIA,no,no,no
Urbano,16,Mujer,4,1,6,No Aplica,1,9,Católico,14,Algunas veces a la semana,10,A Favor,DIVINÓPOLIS,no,yes,no
Urbano,19,Mujer,6,1,5,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,10,Diariamente,1,En contra,QUEIMADOS,no,no,yes
Rural,24,Hombre,1,3,2,Jair Bolsonaro (PSL),1,8,Evangélica y Pentecostal,NA,Algunas veces al mes,8,A Favor,TAIOBEIRAS,no,no,no
Urbano,38,Mujer,2,1,4,Ciro Gomes (PDT),NA,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),10,Algunas veces a la semana,10,A Favor,RIO DE JANEIRO,no,no,no
Urbano,37,Mujer,7,3,5,Fernando Haddad (PT),3,8,Católico,7,Algunas veces a la semana,9,A Favor,CARAPICUÍBA,no,no,no
Urbano,17,Hombre,7,5,6,No Aplica,10,9,Otro,13,Diariamente,5,A Favor,ANDRADINA,no,yes,no
Urbano,27,Hombre,7,1,1,Jair Bolsonaro (PSL),1,17,Católico,16,Diariamente,1,A Favor,RIO DE JANEIRO,no,no,yes
Urbano,57,Mujer,5,1,5,No responde,1,8,Católico,4,Diariamente,6,A Favor,SÃO PEDRO DA ALDEIA,no,no,no
Urbano,18,Mujer,6,1,5,No Aplica,9,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),8,Diariamente,7,En contra,BELFORD ROXO,no,yes,no
Urbano,44,Hombre,7,1,5,No responde,1,2,Católico,10,Diariamente,5,En contra,SÃO PAULO,no,yes,no
Urbano,40,Mujer,5,1,6,Ninguno (anuló su voto),1,11,Evangélica y Pentecostal,2,Diariamente,3,En contra,SÃO PEDRO DA ALDEIA,no,no,no
Urbano,55,Hombre,6,1,4,Jair Bolsonaro (PSL),2,8,Católico,11,Algunas veces a la semana,2,A Favor,BELO HORIZONTE,no,yes,no
Urbano,28,Mujer,6,1,4,Jair Bolsonaro (PSL),1,11,Católico,16,Diariamente,10,A Favor,PINDAMONHANGABA,no,no,no
Rural,31,Mujer,3,1,7,No responde,1,11,Católico,NA,Diariamente,10,A Favor,ÁLVARES MACHADO,no,no,no
Urbano,74,Mujer,7,1,6,No Aplica,7,0,"Protestante, Protestante Tradicional o Protestante no Evangélico",1,Algunas veces a la semana,3,A Favor,SÃO PAULO,no,no,no
Urbano,16,Mujer,4,1,7,No Aplica,6,10,Católico,15,Algunas veces a la semana,10,En contra,BELO HORIZONTE,yes,no,no
Urbano,69,Hombre,1,1,7,Ninguno (fue a votar pero dejó la boleta en blanco),1,4,Católico,8,Algunas veces a la semana,3,A Favor,BETIM,no,no,no
Urbano,17,Mujer,7,5,5,No Aplica,7,11,Católico,2,Algunas veces a la semana,10,A Favor,VÁRZEA DA PALMA,no,no,no
Urbano,57,Hombre,6,3,6,Fernando Haddad (PT),9,7,"Protestante, Protestante Tradicional o Protestante no Evangélico",7,Diariamente,1,A Favor,SÃO PAULO,no,no,no
Urbano,21,Hombre,7,4,4,No Aplica,10,10,Católico,10,Algunas veces a la semana,10,A Favor,SANTA RITA DO SAPUCAÍ,no,no,no
Rural,28,Mujer,5,1,1,Jair Bolsonaro (PSL),1,11,Católico,4,Algunas veces a la semana,1,En contra,OURO FINO,no,no,no
Urbano,16,Hombre,1,3,4,No Aplica,3,9,Católico,5,Algunas veces a la semana,8,A Favor,RIO DE JANEIRO,no,yes,no
Urbano,33,Mujer,1,4,7,Ciro Gomes (PDT),10,14,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),13,Diariamente,10,En contra,VITÓRIA,yes,no,no
Urbano,28,Hombre,4,1,1,Ciro Gomes (PDT),7,16,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),9,Diariamente,10,A Favor,JANDIRA,no,no,no
Urbano,46,Hombre,3,6,3,No Aplica,1,5,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),7,Diariamente,2,En contra,GUARULHOS,no,yes,no
Urbano,21,Mujer,1,1,1,Jair Bolsonaro (PSL),1,11,Católico,10,Nunca,10,A Favor,DIVINÓPOLIS,yes,no,no
Urbano,34,Hombre,1,1,NA,No sabe,NA,9,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),NA,Nunca,10,No responde,SÃO PAULO,NA,NA,NA
Urbano,17,Hombre,5,1,4,Ninguno (fue a votar pero dejó la boleta en blanco),1,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),NA,Diariamente,10,A Favor,SÃO PAULO,yes,no,no
Rural,25,Hombre,4,2,4,No responde,1,11,Católico,NA,Diariamente,8,A Favor,ÁLVARES MACHADO,no,no,no
Urbano,29,Hombre,3,1,7,João Amoêdo (NOVO),2,11,Católico,14,Algunas veces a la semana,10,En contra,CARAPICUÍBA,no,no,no
Urbano,20,Mujer,1,2,4,No Aplica,9,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",6,Algunas veces a la semana,1,En contra,EMBU,no,yes,no
Rural,61,Mujer,5,5,3,Jair Bolsonaro (PSL),1,3,Católico,11,Nunca,1,A Favor,OURO FINO,no,no,no
Urbano,42,Hombre,6,2,6,Ciro Gomes (PDT),4,11,Católico,14,Diariamente,2,A Favor,SÃO PAULO,no,yes,no
Urbano,52,Hombre,1,1,7,Ninguno (fue a votar pero dejó la boleta en blanco),10,11,Católico,15,Diariamente,10,A Favor,PINHEIRAL,no,yes,no
Urbano,26,Hombre,7,1,2,No Aplica,10,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),14,Diariamente,1,A Favor,EMBU,no,no,no
Urbano,29,Hombre,3,1,4,Fernando Haddad (PT),10,11,Católico,13,Algunas veces a la semana,10,A Favor,JOÃO PINHEIRO,no,yes,no
Rural,31,Mujer,7,4,4,Jair Bolsonaro (PSL),1,11,Agnóstico o ateo (no cree en Dios),8,Diariamente,9,En contra,OURO FINO,no,yes,no
Urbano,49,Mujer,5,3,5,Geraldo Alckmin (PSDB),1,9,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),14,Diariamente,10,A Favor,CARAPICUÍBA,no,no,no
Urbano,20,Mujer,5,4,3,Ninguno (anuló su voto),2,11,Católico,6,Diariamente,10,A Favor,CARAPICUÍBA,no,no,no
Urbano,45,Mujer,7,4,1,Jair Bolsonaro (PSL),1,10,"Protestante, Protestante Tradicional o Protestante no Evangélico",10,Diariamente,1,A Favor,SÃO PAULO,no,no,no
Urbano,41,Hombre,7,2,4,No Aplica,2,5,Evangélica y Pentecostal,2,Diariamente,9,A Favor,SOBRÁLIA,NA,NA,NA
Urbano,43,Mujer,3,2,6,Jair Bolsonaro (PSL),1,10,Católico,14,Diariamente,5,A Favor,INDAIATUBA,no,no,no
Urbano,19,Hombre,6,1,6,No Aplica,3,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),6,Diariamente,10,A Favor,ITÁPOLIS,no,yes,no
Urbano,21,Hombre,1,1,1,No Aplica,5,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),3,Algunas veces a la semana,1,En contra,SÃO BERNARDO DO CAMPO,no,no,no
Urbano,20,Hombre,4,1,7,Fernando Haddad (PT),10,13,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),14,Diariamente,10,A Favor,VITÓRIA,yes,no,no
Urbano,52,Mujer,6,1,4,Jair Bolsonaro (PSL),1,10,Espírita Kardecista,7,Diariamente,10,En contra,BELO HORIZONTE,yes,no,no
Urbano,62,Hombre,1,1,5,Jair Bolsonaro (PSL),10,6,Evangélica y Pentecostal,4,Diariamente,1,En contra,DUQUE DE CAXIAS,no,yes,no
Urbano,44,Hombre,7,1,4,Jair Bolsonaro (PSL),1,8,Espírita Kardecista,4,Diariamente,1,En contra,PINHEIRAL,no,no,no
Urbano,31,Hombre,7,1,7,Jair Bolsonaro (PSL),1,11,Espírita Kardecista,15,Diariamente,10,A Favor,RIO DE JANEIRO,no,no,no
Urbano,73,Hombre,7,2,6,No Aplica,1,5,Católico,15,Diariamente,1,En contra,ITÁPOLIS,no,yes,no
Urbano,50,Hombre,7,1,3,Jair Bolsonaro (PSL),1,6,Evangélica y Pentecostal,11,Algunas veces a la semana,4,A Favor,SÃO PEDRO DA ALDEIA,no,yes,no
Urbano,40,Hombre,5,3,6,Jair Bolsonaro (PSL),3,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),16,Diariamente,9,A Favor,INDAIATUBA,yes,no,no
Urbano,57,Hombre,7,4,6,Jair Bolsonaro (PSL),1,17,Católico,15,Diariamente,7,En contra,SÃO PAULO,no,no,no
Urbano,47,Mujer,6,4,5,Fernando Haddad (PT),10,9,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),7,Diariamente,7,En contra,BELFORD ROXO,no,yes,no
Urbano,48,Hombre,7,1,7,Jair Bolsonaro (PSL),7,8,Católico,10,Diariamente,1,A Favor,VOLTA REDONDA,no,no,no
Urbano,52,Mujer,2,1,3,Jair Bolsonaro (PSL),6,11,Católico,6,Diariamente,10,En contra,BETIM,no,no,no
Urbano,30,Hombre,5,1,3,Fernando Haddad (PT),8,8,Evangélica y Pentecostal,8,Diariamente,5,En contra,ARAXÁ,yes,no,no
Urbano,60,Mujer,6,5,1,No Aplica,9,4,Católico,9,Algunas veces a la semana,2,A Favor,ARAXÁ,no,no,no
Urbano,16,Hombre,5,3,5,No Aplica,4,9,Evangélica y Pentecostal,NA,Algunas veces a la semana,10,En contra,BELFORD ROXO,no,no,no
Urbano,56,Hombre,6,2,4,Jair Bolsonaro (PSL),2,9,Evangélica y Pentecostal,14,Diariamente,8,En contra,SÃO PAULO,no,yes,no
Urbano,52,Mujer,7,1,1,Jair Bolsonaro (PSL),1,4,Católico,15,Algunas veces a la semana,NA,No responde,GUARULHOS,no,no,no
Urbano,51,Mujer,4,1,5,Otro,1,5,Católico,8,Diariamente,7,A Favor,SÃO PAULO,no,no,no
Urbano,87,Mujer,7,5,4,No Aplica,3,3,Católico,10,Diariamente,10,En contra,BELO HORIZONTE,no,no,no
Urbano,30,Hombre,6,1,3,No Aplica,8,10,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),5,Diariamente,10,En contra,CARAPICUÍBA,no,no,no
Urbano,19,Hombre,7,5,6,No Aplica,1,11,Católico,13,Algunas veces a la semana,8,A Favor,PINDAMONHANGABA,no,no,no
Urbano,65,Mujer,6,7,5,No sabe,10,NA,Católico,NA,Algunas veces a la semana,10,A Favor,IBATIBA,NA,NA,NA
Urbano,45,Hombre,7,2,5,No Aplica,7,11,Evangélica y Pentecostal,8,Diariamente,1,En contra,RIO DE JANEIRO,no,yes,no
Urbano,29,Mujer,5,5,3,Jair Bolsonaro (PSL),1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",11,Algunas veces a la semana,3,En contra,SANTA RITA DO SAPUCAÍ,no,no,no
Urbano,64,Mujer,7,5,3,Jair Bolsonaro (PSL),1,5,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Diariamente,1,No sabe,EMBU,no,no,no
Urbano,68,Hombre,7,3,6,Jair Bolsonaro (PSL),1,8,Católico,14,Diariamente,5,A Favor,ITÁPOLIS,yes,no,no
Urbano,50,Hombre,1,1,7,Fernando Haddad (PT),NA,6,Otro,6,Diariamente,5,A Favor,PINDAMONHANGABA,no,no,no
Urbano,71,Mujer,7,4,3,Jair Bolsonaro (PSL),5,13,Católico,4,Diariamente,10,En contra,VOLTA REDONDA,no,yes,no
Urbano,41,Mujer,3,1,5,João Amoêdo (NOVO),1,17,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),NA,Nunca,10,En contra,RIO DE JANEIRO,no,no,no
Urbano,73,Mujer,7,6,6,No sabe,8,6,Católico,3,Diariamente,7,En contra,IPEÚNA,NA,NA,NA
Urbano,34,Hombre,7,1,7,Jair Bolsonaro (PSL),1,14,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),15,Algunas veces a la semana,10,En contra,SÃO PEDRO DA ALDEIA,no,no,no
Urbano,22,Hombre,7,3,4,Jair Bolsonaro (PSL),1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",13,Algunas veces a la semana,5,En contra,IBATIBA,no,no,no
Urbano,43,Hombre,5,1,4,Geraldo Alckmin (PSDB),1,15,Católico,16,Diariamente,7,A Favor,PINDAMONHANGABA,no,no,no
Urbano,48,Hombre,7,1,7,Ciro Gomes (PDT),8,6,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),9,Diariamente,1,En contra,BELFORD ROXO,no,no,no
Urbano,16,Hombre,7,3,4,No Aplica,1,8,Católico,4,Nunca,10,En contra,QUEIMADOS,yes,no,no
Urbano,22,Mujer,5,4,5,No Aplica,5,11,Otro,9,Algunas veces a la semana,10,En contra,INDAIATUBA,NA,NA,NA
Urbano,44,Hombre,7,1,6,Jair Bolsonaro (PSL),7,11,Católico,10,Diariamente,1,En contra,BELFORD ROXO,no,no,no
Rural,45,Mujer,5,2,6,No responde,1,11,Católico,NA,Diariamente,2,En contra,ÁLVARES MACHADO,no,no,no
Urbano,47,Hombre,7,2,5,Jair Bolsonaro (PSL),5,8,Evangélica y Pentecostal,13,Diariamente,2,A Favor,DIVINÓPOLIS,no,no,no
Urbano,18,Hombre,5,3,6,No Aplica,5,7,Evangélica y Pentecostal,2,Diariamente,8,En contra,SÃO BERNARDO DO CAMPO,no,no,no
Urbano,72,Mujer,4,2,7,Jair Bolsonaro (PSL),1,15,Católico,15,Diariamente,10,A Favor,ITÁPOLIS,no,no,no
Urbano,39,Mujer,4,1,4,No Aplica,5,3,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),1,Algunas veces a la semana,3,A Favor,IBATIBA,no,yes,no
Urbano,21,Hombre,5,1,3,Jair Bolsonaro (PSL),7,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),11,Algunas veces a la semana,10,A Favor,GUARULHOS,no,no,no
Urbano,42,Hombre,7,5,5,No Aplica,10,3,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),4,Diariamente,10,A Favor,DUQUE DE CAXIAS,no,yes,no
Urbano,33,Mujer,1,1,3,No sabe,1,6,Evangélica y Pentecostal,10,Algunas veces a la semana,2,A Favor,IPEÚNA,no,no,no
Urbano,43,Mujer,1,4,6,Geraldo Alckmin (PSDB),1,15,Evangélica y Pentecostal,9,Diariamente,7,A Favor,PINDAMONHANGABA,no,no,no
Urbano,32,Hombre,7,1,6,Jair Bolsonaro (PSL),2,11,Evangélica y Pentecostal,2,Diariamente,9,En contra,JANDIRA,no,yes,no
Urbano,23,Mujer,7,4,4,Jair Bolsonaro (PSL),1,10,Católico,4,Diariamente,5,A Favor,PINDAMONHANGABA,no,no,no
Urbano,43,Hombre,4,1,5,Fernando Haddad (PT),7,NA,Evangélica y Pentecostal,NA,Nunca,1,En contra,SÃO PAULO,no,no,no
Urbano,75,Mujer,5,5,NA,Jair Bolsonaro (PSL),8,0,Católico,4,Diariamente,1,A Favor,GUARULHOS,no,no,no
Urbano,49,Hombre,4,2,7,Fernando Haddad (PT),6,14,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),14,Diariamente,10,En contra,GUARULHOS,no,no,no
Urbano,24,Hombre,7,6,5,No Aplica,6,9,Católico,4,Nunca,9,En contra,SÃO PAULO,no,yes,no
Urbano,44,Hombre,7,3,7,Otro,1,11,Evangélica y Pentecostal,0,Diariamente,1,En contra,SÃO PAULO,no,no,no
Urbano,29,Hombre,6,4,4,Jair Bolsonaro (PSL),4,11,Católico,6,Diariamente,5,A Favor,ANDRADINA,no,yes,no
Urbano,16,Hombre,5,2,3,No Aplica,2,9,Católico,2,Algunas veces a la semana,3,A Favor,SOBRÁLIA,no,no,no
Urbano,42,Mujer,1,1,3,Ciro Gomes (PDT),1,15,Espírita Kardecista,15,Algunas veces a la semana,10,A Favor,CARAPICUÍBA,yes,no,no
Urbano,18,Hombre,7,3,7,No Aplica,5,11,Espírita Kardecista,14,Diariamente,10,En contra,INDAIATUBA,no,no,no
Urbano,33,Mujer,7,3,4,Jair Bolsonaro (PSL),1,15,Otro,13,Algunas veces a la semana,7,A Favor,INDAIATUBA,no,no,no
Urbano,40,Hombre,7,2,4,No Aplica,5,4,Católico,9,Diariamente,10,A Favor,BETIM,no,no,no
Urbano,19,Hombre,7,3,3,No Aplica,3,10,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),16,Diariamente,10,A Favor,SÃO PAULO,no,no,no
Urbano,41,Hombre,7,1,7,Jair Bolsonaro (PSL),1,11,Católico,14,Diariamente,1,A Favor,VÁRZEA DA PALMA,yes,no,no
Urbano,17,Mujer,7,5,5,Jair Bolsonaro (PSL),3,9,Evangélica y Pentecostal,7,Algunas veces a la semana,10,A Favor,IPEÚNA,no,no,no
Urbano,39,Hombre,5,1,7,Jair Bolsonaro (PSL),1,4,Evangélica y Pentecostal,7,Diariamente,1,A Favor,EMBU,no,yes,no
Urbano,49,Hombre,5,2,4,Jair Bolsonaro (PSL),1,11,Católico,15,Algunas veces a la semana,3,A Favor,ANDRADINA,no,no,no
Urbano,56,Mujer,7,1,7,Jair Bolsonaro (PSL),10,10,Evangélica y Pentecostal,7,Diariamente,1,En contra,PINHEIRAL,no,no,no
Urbano,29,Hombre,1,1,1,Jair Bolsonaro (PSL),1,11,Católico,8,Diariamente,1,A Favor,RIO DE JANEIRO,no,no,yes
Urbano,42,Mujer,6,1,5,Otro,1,11,Católico,11,Diariamente,1,A Favor,SÃO PAULO,no,yes,no
Urbano,68,Mujer,3,1,4,Jair Bolsonaro (PSL),1,4,Católico,6,Diariamente,6,A Favor,PINDAMONHANGABA,yes,no,no
Urbano,23,Mujer,5,4,5,Jair Bolsonaro (PSL),2,11,Evangélica y Pentecostal,7,Nunca,7,A Favor,ANDRADINA,no,yes,no
Urbano,67,Mujer,6,5,6,No Aplica,3,4,Evangélica y Pentecostal,10,Algunas veces a la semana,1,En contra,SÃO PAULO,no,no,no
Urbano,48,Hombre,7,1,4,Ninguno (fue a votar pero dejó la boleta en blanco),1,11,Católico,7,Algunas veces a la semana,9,A Favor,SÃO JOSÉ DOS CAMPOS,no,no,no
Urbano,21,Mujer,3,1,4,Fernando Haddad (PT),7,9,Católico,11,Algunas veces a la semana,10,A Favor,JOÃO PINHEIRO,yes,no,no
Urbano,78,Mujer,7,7,7,Geraldo Alckmin (PSDB),10,0,Católico,10,Diariamente,1,A Favor,IPEÚNA,no,no,no
Urbano,36,Mujer,5,1,7,Jair Bolsonaro (PSL),1,11,Espírita Kardecista,11,Diariamente,10,En contra,VÁRZEA DA PALMA,yes,no,no
Urbano,30,Mujer,1,1,5,Fernando Haddad (PT),9,11,Católico,6,Diariamente,1,A Favor,RIO DE JANEIRO,no,yes,no
Urbano,26,Mujer,7,6,6,Jair Bolsonaro (PSL),1,6,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),1,Diariamente,1,A Favor,SÃO PEDRO DA ALDEIA,no,yes,no
Urbano,31,Mujer,5,1,6,Ninguno (fue a votar pero dejó la boleta en blanco),1,13,"Protestante, Protestante Tradicional o Protestante no Evangélico",14,Diariamente,10,A Favor,SÃO PAULO,no,no,no
Urbano,44,Mujer,5,3,5,Jair Bolsonaro (PSL),1,10,Evangélica y Pentecostal,9,Diariamente,8,En contra,BELO HORIZONTE,no,no,no
Urbano,36,Mujer,7,5,5,No Aplica,6,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",6,Algunas veces a la semana,2,A Favor,SÃO BERNARDO DO CAMPO,no,no,no
Urbano,19,Mujer,1,1,6,Ciro Gomes (PDT),3,9,"Protestante, Protestante Tradicional o Protestante no Evangélico",2,Diariamente,10,No sabe,VITÓRIA,no,no,no
Urbano,38,Hombre,7,4,7,No Aplica,1,17,Evangélica y Pentecostal,14,Diariamente,10,En contra,IBATIBA,yes,no,no
Urbano,20,Hombre,5,1,5,No Aplica,10,9,Espírita Kardecista,9,Algunas veces al año,7,En contra,ARAXÁ,no,yes,no
Urbano,18,Hombre,1,1,4,No Aplica,1,9,Católico,4,Algunas veces a la semana,5,En contra,BELO HORIZONTE,no,no,no
Urbano,19,Mujer,5,5,4,No Aplica,4,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),14,Diariamente,10,En contra,SÃO PAULO,no,no,no
Urbano,66,Mujer,7,4,7,No sabe,1,9,Católico,2,Diariamente,2,A Favor,EMBU,no,no,no
Urbano,48,Hombre,6,3,7,Álvaro Dias (PODEMOS),1,7,Agnóstico o ateo (no cree en Dios),NA,Diariamente,5,A Favor,SÃO PEDRO DA ALDEIA,no,no,no
Urbano,18,Mujer,1,2,7,No Aplica,7,11,Católico,8,Diariamente,10,En contra,SÃO PAULO,yes,no,no
Urbano,58,Hombre,7,1,1,Jair Bolsonaro (PSL),1,8,Católico,2,Nunca,1,A Favor,IPEÚNA,no,no,no
Rural,63,Hombre,6,3,4,Jair Bolsonaro (PSL),4,0,Católico,1,Diariamente,10,En contra,TAIOBEIRAS,no,no,no
Urbano,63,Hombre,6,2,4,No Aplica,2,9,Católico,9,Diariamente,7,No responde,RIO DE JANEIRO,yes,no,no
Urbano,61,Mujer,6,6,3,Jair Bolsonaro (PSL),3,4,Evangélica y Pentecostal,2,Algunas veces a la semana,1,En contra,CARAPICUÍBA,no,no,no
